,0,1,2,3,4,5,6,7,8,9,10,11,12
1080,intro,inquiry,counter-price,,,,,,,,,,
1081,intro,init-price,disagree,counter-price,,,,,,,,,
1082,intro,init-price,counter-price,counter-price,agree,,,,,,,,
1083,intro,counter-price,counter-price,,,,,,,,,,
1084,intro,counter-price,counter-price,agree,,,,,,,,,
1085,init-price,counter-price,,,,,,,,,,,
1086,intro,counter-price,,,,,,,,,,,
1087,intro,disagree,counter-price,counter-price,,,,,,,,,
1088,intro,counter-price,,,,,,,,,,,
1089,intro,disagree,init-price,,,,,,,,,,
1090,intro,counter-price,inquiry,inquiry,,,,,,,,,
1091,intro,init-price,counter-price,agree,,,,,,,,,
1092,intro,init-price,disagree,,,,,,,,,,
1093,intro,init-price,counter-price,,,,,,,,,,
1094,intro,inquiry,agree,,,,,,,,,,
1095,intro,init-price,,,,,,,,,,,
1096,intro,disagree,counter-price,,,,,,,,,,
1097,intro,init-price,counter-price,counter-price,counter-price,,,,,,,,
1098,intro,init-price,counter-price,,,,,,,,,,
1099,intro,counter-price,counter-price,,,,,,,,,,
1100,intro,init-price,inquiry,agree,,,,,,,,,
1101,intro,counter-price,agree,,,,,,,,,,
1102,intro,init-price,disagree,,,,,,,,,,
1103,intro,init-price,counter-price,,,,,,,,,,
1104,intro,counter-price,counter-price,,,,,,,,,,
1105,intro,init-price,counter-price,counter-price,,,,,,,,,
1106,intro,inquiry,counter-price,counter-price,,,,,,,,,
1107,intro,init-price,,,,,,,,,,,
1108,init-price,agree,counter-price,,,,,,,,,,
1109,intro,inquiry,init-price,counter-price,,,,,,,,,
1110,intro,init-price,disagree,,,,,,,,,,
1111,intro,disagree,disagree,disagree,counter-price,,,,,,,,
1112,intro,counter-price,counter-price,counter-price,,,,,,,,,
1113,intro,init-price,disagree,,,,,,,,,,
1114,intro,init-price,vague-price,counter-price,,,,,,,,,
1115,intro,disagree,,,,,,,,,,,
1116,init-price,counter-price,inquiry,,,,,,,,,,
1117,intro,counter-price,counter-price,,,,,,,,,,
1118,intro,inquiry,disagree,init-price,counter-price,,,,,,,,
1119,intro,init-price,counter-price,counter-price,agree,,,,,,,,
1120,intro,counter-price,counter-price,,,,,,,,,,
1121,intro,counter-price,,,,,,,,,,,
1122,intro,counter-price,,,,,,,,,,,
1123,intro,counter-price,,,,,,,,,,,
1124,intro,counter-price,,,,,,,,,,,
1125,intro,counter-price,,,,,,,,,,,
1126,intro,counter-price,,,,,,,,,,,
1127,intro,disagree,init-price,counter-price,,,,,,,,,
1128,intro,init-price,counter-price,,,,,,,,,,
1129,intro,init-price,counter-price,agree,,,,,,,,,
1130,intro,disagree,counter-price,agree,,,,,,,,,
1131,intro,init-price,inquiry,,,,,,,,,,
1132,intro,disagree,,,,,,,,,,,
1133,intro,counter-price,counter-price,agree,,,,,,,,,
1134,intro,,,,,,,,,,,,
1135,intro,init-price,inquiry,,,,,,,,,,
1136,intro,,,,,,,,,,,,
1137,intro,counter-price,,,,,,,,,,,
1138,intro,counter-price,,,,,,,,,,,
1139,intro,disagree,counter-price,,,,,,,,,,
1140,intro,counter-price,insist,inquiry,agree,,,,,,,,
1141,intro,disagree,disagree,init-price,agree,,,,,,,,
1142,intro,disagree,counter-price,agree,,,,,,,,,
1143,intro,counter-price,agree,,,,,,,,,,
1144,intro,counter-price,,,,,,,,,,,
1145,intro,inquiry,counter-price,agree,,,,,,,,,
1146,intro,disagree,counter-price,,,,,,,,,,
1147,intro,init-price,,,,,,,,,,,
1148,intro,counter-price,disagree,,,,,,,,,,
1149,intro,counter-price,counter-price,,,,,,,,,,
1150,intro,vague-price,counter-price,,,,,,,,,,
1151,intro,init-price,counter-price,disagree,,,,,,,,,
1152,intro,counter-price,,,,,,,,,,,
1153,intro,init-price,counter-price,counter-price,,,,,,,,,
1154,intro,disagree,counter-price,disagree,,,,,,,,,
1155,intro,init-price,counter-price,,,,,,,,,,
1156,intro,init-price,counter-price,,,,,,,,,,
1157,intro,disagree,counter-price,,,,,,,,,,
1158,intro,counter-price,,,,,,,,,,,
1159,intro,inquiry,disagree,counter-price,,,,,,,,,
1160,intro,disagree,counter-price,disagree,counter-price,,,,,,,,
1161,intro,counter-price,,,,,,,,,,,
1162,intro,init-price,counter-price,counter-price,counter-price,,,,,,,,
1163,intro,disagree,counter-price,agree,,,,,,,,,
1164,intro,inquiry,disagree,counter-price,counter-price,,,,,,,,
1165,intro,disagree,counter-price,,,,,,,,,,
1166,intro,init-price,counter-price,,,,,,,,,,
1167,intro,counter-price,counter-price,agree,,,,,,,,,
1168,intro,counter-price,,,,,,,,,,,
1169,intro,counter-price,counter-price,,,,,,,,,,
1170,intro,disagree,disagree,vague-price,counter-price,,,,,,,,
1171,intro,counter-price,,,,,,,,,,,
1172,intro,init-price,agree,counter-price,,,,,,,,,
1173,intro,init-price,counter-price,agree,,,,,,,,,
1174,intro,inquiry,init-price,counter-price,,,,,,,,,
1175,intro,init-price,counter-price,,,,,,,,,,
1176,intro,counter-price,,,,,,,,,,,
1177,intro,disagree,counter-price,,,,,,,,,,
1178,intro,disagree,counter-price,vague-price,counter-price,agree,,,,,,,
1179,intro,counter-price,counter-price,counter-price,,,,,,,,,
1180,intro,disagree,,,,,,,,,,,
1181,intro,inquiry,counter-price,counter-price,,,,,,,,,
1182,intro,counter-price,counter-price,counter-price,insist,,,,,,,,
1183,intro,counter-price,,,,,,,,,,,
1184,intro,inquiry,inquiry,counter-price,,,,,,,,,
1185,intro,vague-price,counter-price,,,,,,,,,,
1186,intro,init-price,,,,,,,,,,,
1187,intro,disagree,counter-price,,,,,,,,,,
1188,intro,counter-price,counter-price,,,,,,,,,,
1189,intro,counter-price,insist,,,,,,,,,,
1190,intro,init-price,disagree,counter-price,agree,,,,,,,,
1191,intro,counter-price,counter-price,,,,,,,,,,
1192,intro,counter-price,,,,,,,,,,,
1193,intro,counter-price,,,,,,,,,,,
1194,intro,inquiry,disagree,init-price,disagree,counter-price,counter-price,insist,,,,,
1195,intro,disagree,inquiry,counter-price,,,,,,,,,
1196,intro,inquiry,counter-price,,,,,,,,,,
1197,intro,init-price,vague-price,counter-price,,,,,,,,,
1198,intro,counter-price,counter-price,,,,,,,,,,
1199,intro,disagree,counter-price,,,,,,,,,,
1200,intro,inquiry,counter-price,,,,,,,,,,
1201,init-price,disagree,counter-price,,,,,,,,,,
1202,intro,init-price,counter-price,agree,,,,,,,,,
1203,intro,init-price,counter-price,,,,,,,,,,
1204,intro,init-price,counter-price,,,,,,,,,,
1205,intro,disagree,counter-price,agree,,,,,,,,,
1206,intro,disagree,counter-price,,,,,,,,,,
1207,intro,counter-price,,,,,,,,,,,
1208,intro,init-price,counter-price,disagree,agree,,,,,,,,
1209,intro,init-price,,,,,,,,,,,
1210,intro,inquiry,disagree,init-price,,,,,,,,,
1211,intro,init-price,counter-price,agree,,,,,,,,,
1212,intro,counter-price,,,,,,,,,,,
1213,intro,disagree,counter-price,,,,,,,,,,
1214,intro,init-price,counter-price,inquiry,,,,,,,,,
1215,intro,init-price,disagree,,,,,,,,,,
1216,intro,,,,,,,,,,,,
1217,intro,init-price,counter-price,,,,,,,,,,
1218,intro,,,,,,,,,,,,
1219,intro,insist,counter-price,,,,,,,,,,
1220,intro,init-price,counter-price,,,,,,,,,,
1221,intro,inquiry,counter-price,,,,,,,,,,
1222,intro,counter-price,,,,,,,,,,,
1223,intro,disagree,init-price,counter-price,,,,,,,,,
1224,intro,init-price,counter-price,,,,,,,,,,
1225,intro,inquiry,init-price,,,,,,,,,,
1226,intro,init-price,counter-price,,,,,,,,,,
1227,intro,init-price,counter-price,,,,,,,,,,
1228,intro,init-price,counter-price,vague-price,counter-price,inquiry,,,,,,,
1229,intro,disagree,,,,,,,,,,,
1230,intro,init-price,insist,,,,,,,,,,
1231,intro,init-price,,,,,,,,,,,
1232,intro,counter-price,agree,counter-price,,,,,,,,,
1233,intro,init-price,counter-price,,,,,,,,,,
1234,intro,disagree,counter-price,disagree,,,,,,,,,
1235,intro,counter-price,counter-price,,,,,,,,,,
1236,intro,inquiry,disagree,counter-price,disagree,counter-price,,,,,,,
1237,intro,init-price,disagree,counter-price,,,,,,,,,
1238,intro,inquiry,init-price,counter-price,insist,,,,,,,,
1239,intro,init-price,inquiry,counter-price,counter-price,,,,,,,,
1240,intro,counter-price,,,,,,,,,,,
1241,intro,init-price,disagree,counter-price,,,,,,,,,
1242,intro,counter-price,counter-price,,,,,,,,,,
1243,intro,init-price,counter-price,,,,,,,,,,
1244,intro,counter-price,counter-price,counter-price,,,,,,,,,
1245,intro,counter-price,counter-price,disagree,,,,,,,,,
1246,intro,agree,disagree,counter-price,,,,,,,,,
1247,intro,init-price,counter-price,counter-price,,,,,,,,,
1248,intro,init-price,disagree,counter-price,,,,,,,,,
1249,intro,init-price,counter-price,counter-price,,,,,,,,,
1250,intro,counter-price,counter-price,,,,,,,,,,
1251,init-price,counter-price,counter-price,,,,,,,,,,
1252,intro,counter-price,counter-price,,,,,,,,,,
1253,intro,init-price,vague-price,counter-price,vague-price,counter-price,agree,,,,,,
1254,intro,disagree,counter-price,agree,,,,,,,,,
1255,intro,counter-price,counter-price,counter-price,,,,,,,,,
1256,intro,counter-price,,,,,,,,,,,
1257,intro,init-price,counter-price,,,,,,,,,,
1258,intro,init-price,counter-price,,,,,,,,,,
1259,intro,init-price,counter-price,counter-price,inquiry,,,,,,,,
1260,intro,init-price,counter-price,counter-price,,,,,,,,,
1261,intro,counter-price,agree,,,,,,,,,,
1262,intro,init-price,counter-price,counter-price,counter-price,,,,,,,,
1263,intro,inquiry,counter-price,counter-price,,,,,,,,,
1264,intro,counter-price,,,,,,,,,,,
1265,intro,init-price,inquiry,counter-price,,,,,,,,,
1266,intro,disagree,counter-price,,,,,,,,,,
1267,intro,disagree,disagree,counter-price,counter-price,agree,,,,,,,
1268,intro,disagree,init-price,counter-price,,,,,,,,,
1269,intro,init-price,counter-price,counter-price,,,,,,,,,
1270,intro,init-price,counter-price,,,,,,,,,,
1271,intro,counter-price,,,,,,,,,,,
1272,intro,insist,disagree,,,,,,,,,,
1273,init-price,disagree,counter-price,disagree,disagree,counter-price,,,,,,,
1274,intro,init-price,counter-price,,,,,,,,,,
1275,intro,counter-price,,,,,,,,,,,
1276,intro,init-price,vague-price,counter-price,,,,,,,,,
1277,intro,inquiry,counter-price,,,,,,,,,,
1278,intro,init-price,,,,,,,,,,,
1279,intro,inquiry,agree,counter-price,counter-price,,,,,,,,
1280,intro,init-price,counter-price,counter-price,counter-price,,,,,,,,
1281,intro,init-price,disagree,counter-price,counter-price,,,,,,,,
1282,intro,disagree,counter-price,agree,,,,,,,,,
1283,intro,init-price,inquiry,counter-price,,,,,,,,,
1284,intro,counter-price,counter-price,,,,,,,,,,
1285,intro,disagree,counter-price,agree,,,,,,,,,
1286,intro,inquiry,counter-price,counter-price,agree,,,,,,,,
1287,intro,init-price,counter-price,disagree,,,,,,,,,
1288,init-price,counter-price,,,,,,,,,,,
1289,intro,init-price,counter-price,counter-price,,,,,,,,,
1290,intro,init-price,counter-price,,,,,,,,,,
1291,intro,disagree,counter-price,,,,,,,,,,
1292,intro,inquiry,disagree,counter-price,counter-price,agree,,,,,,,
1293,intro,init-price,disagree,counter-price,counter-price,,,,,,,,
1294,intro,counter-price,,,,,,,,,,,
1295,intro,inquiry,counter-price,inquiry,,,,,,,,,
1296,intro,disagree,counter-price,,,,,,,,,,
1297,intro,init-price,counter-price,,,,,,,,,,
1298,intro,vague-price,init-price,counter-price,counter-price,,,,,,,,
1299,intro,disagree,counter-price,counter-price,agree,,,,,,,,
1300,intro,init-price,counter-price,agree,,,,,,,,,
1301,intro,init-price,agree,,,,,,,,,,
1302,intro,init-price,counter-price,,,,,,,,,,
1303,intro,counter-price,,,,,,,,,,,
1304,intro,inquiry,inquiry,counter-price,insist,,,,,,,,
1305,intro,disagree,init-price,counter-price,counter-price,,,,,,,,
1306,intro,init-price,counter-price,,,,,,,,,,
1307,intro,inquiry,counter-price,insist,disagree,,,,,,,,
1308,intro,disagree,agree,inquiry,,,,,,,,,
1309,intro,init-price,counter-price,,,,,,,,,,
1310,intro,counter-price,counter-price,,,,,,,,,,
1311,intro,init-price,counter-price,,,,,,,,,,
1312,intro,disagree,counter-price,,,,,,,,,,
1313,intro,inquiry,counter-price,agree,,,,,,,,,
1314,intro,counter-price,insist,,,,,,,,,,
1315,intro,init-price,inquiry,counter-price,agree,,,,,,,,
1316,intro,init-price,counter-price,agree,,,,,,,,,
1317,intro,inquiry,counter-price,,,,,,,,,,
1318,intro,init-price,counter-price,,,,,,,,,,
1319,intro,init-price,insist,,,,,,,,,,
1320,intro,counter-price,,,,,,,,,,,
1321,intro,init-price,counter-price,counter-price,agree,,,,,,,,
1322,intro,init-price,counter-price,,,,,,,,,,
1323,intro,init-price,counter-price,,,,,,,,,,
1324,intro,disagree,init-price,disagree,counter-price,counter-price,counter-price,agree,,,,,
1325,intro,counter-price,,,,,,,,,,,
1326,intro,counter-price,,,,,,,,,,,
1327,intro,disagree,counter-price,disagree,,,,,,,,,
1328,intro,disagree,counter-price,counter-price,,,,,,,,,
1329,intro,inquiry,counter-price,agree,,,,,,,,,
1330,intro,init-price,counter-price,inquiry,,,,,,,,,
1331,intro,counter-price,,,,,,,,,,,
1332,intro,init-price,counter-price,counter-price,,,,,,,,,
1333,intro,init-price,counter-price,counter-price,,,,,,,,,
1334,intro,agree,,,,,,,,,,,
1335,intro,counter-price,counter-price,agree,,,,,,,,,
1336,intro,vague-price,counter-price,,,,,,,,,,
1337,init-price,inquiry,counter-price,counter-price,,,,,,,,,
1338,intro,counter-price,,,,,,,,,,,
1339,intro,init-price,counter-price,counter-price,agree,,,,,,,,
1340,intro,init-price,counter-price,,,,,,,,,,
1341,intro,disagree,counter-price,,,,,,,,,,
1342,intro,counter-price,,,,,,,,,,,
1343,intro,counter-price,,,,,,,,,,,
1344,intro,counter-price,agree,,,,,,,,,,
1345,intro,disagree,counter-price,,,,,,,,,,
1346,intro,counter-price,,,,,,,,,,,
1347,intro,inquiry,counter-price,,,,,,,,,,
1348,intro,disagree,counter-price,,,,,,,,,,
1349,intro,counter-price,,,,,,,,,,,
1350,intro,vague-price,inquiry,counter-price,counter-price,,,,,,,,
1351,intro,init-price,counter-price,,,,,,,,,,
1352,intro,counter-price,counter-price,,,,,,,,,,
1353,intro,disagree,counter-price,,,,,,,,,,
1354,intro,inquiry,counter-price,counter-price,,,,,,,,,
1355,intro,counter-price,counter-price,,,,,,,,,,
1356,intro,counter-price,inquiry,,,,,,,,,,
1357,intro,counter-price,inquiry,,,,,,,,,,
1358,intro,inquiry,init-price,disagree,counter-price,,,,,,,,
1359,intro,init-price,disagree,counter-price,agree,,,,,,,,
1360,intro,inquiry,counter-price,,,,,,,,,,
1361,intro,,,,,,,,,,,,
1362,intro,counter-price,vague-price,,,,,,,,,,
1363,intro,counter-price,,,,,,,,,,,
1364,intro,init-price,agree,,,,,,,,,,
1365,intro,disagree,counter-price,,,,,,,,,,
1366,intro,vague-price,counter-price,,,,,,,,,,
1367,intro,disagree,counter-price,inquiry,disagree,,,,,,,,
1368,intro,counter-price,,,,,,,,,,,
1369,intro,disagree,init-price,,,,,,,,,,
1370,intro,init-price,counter-price,counter-price,,,,,,,,,
1371,intro,init-price,,,,,,,,,,,
1372,intro,vague-price,counter-price,counter-price,,,,,,,,,
1373,intro,counter-price,disagree,counter-price,,,,,,,,,
1374,intro,init-price,disagree,counter-price,,,,,,,,,
1375,intro,inquiry,disagree,counter-price,,,,,,,,,
1376,intro,inquiry,counter-price,,,,,,,,,,
1377,intro,init-price,counter-price,counter-price,,,,,,,,,
1378,intro,,,,,,,,,,,,
1379,intro,counter-price,counter-price,agree,,,,,,,,,
1380,intro,disagree,,,,,,,,,,,
1381,intro,counter-price,,,,,,,,,,,
1382,intro,counter-price,,,,,,,,,,,
1383,intro,init-price,counter-price,,,,,,,,,,
1384,intro,counter-price,,,,,,,,,,,
1385,intro,counter-price,,,,,,,,,,,
1386,intro,counter-price,counter-price,agree,,,,,,,,,
1387,intro,agree,,,,,,,,,,,
1388,intro,init-price,counter-price,,,,,,,,,,
1389,intro,disagree,disagree,counter-price,counter-price,,,,,,,,
1390,intro,counter-price,agree,,,,,,,,,,
1391,intro,disagree,counter-price,counter-price,,,,,,,,,
1392,intro,inquiry,disagree,counter-price,counter-price,,,,,,,,
1393,intro,counter-price,inquiry,,,,,,,,,,
1394,intro,counter-price,counter-price,,,,,,,,,,
1395,intro,init-price,,,,,,,,,,,
1396,intro,counter-price,agree,,,,,,,,,,
1397,intro,inquiry,agree,inquiry,,,,,,,,,
1398,intro,disagree,counter-price,insist,counter-price,agree,,,,,,,
1399,intro,init-price,counter-price,counter-price,,,,,,,,,
1400,intro,init-price,counter-price,,,,,,,,,,
1401,intro,init-price,,,,,,,,,,,
1402,intro,counter-price,inquiry,,,,,,,,,,
1403,intro,inquiry,,,,,,,,,,,
1404,intro,counter-price,,,,,,,,,,,
1405,intro,disagree,inquiry,init-price,inquiry,counter-price,insist,,,,,,
1406,intro,init-price,agree,counter-price,,,,,,,,,
1407,intro,counter-price,agree,,,,,,,,,,
1408,intro,disagree,counter-price,,,,,,,,,,
1409,intro,counter-price,disagree,,,,,,,,,,
1410,intro,counter-price,inquiry,agree,,,,,,,,,
1411,intro,init-price,counter-price,,,,,,,,,,
1412,intro,init-price,counter-price,agree,,,,,,,,,
1413,intro,counter-price,,,,,,,,,,,
1414,intro,init-price,counter-price,counter-price,agree,,,,,,,,
1415,intro,inquiry,inquiry,counter-price,counter-price,,,,,,,,
1416,intro,counter-price,counter-price,,,,,,,,,,
1417,intro,init-price,counter-price,,,,,,,,,,
1418,intro,inquiry,,,,,,,,,,,
1419,intro,counter-price,vague-price,counter-price,counter-price,counter-price,vague-price,disagree,,,,,
1420,intro,init-price,inquiry,inquiry,counter-price,insist,counter-price,counter-price,inquiry,,,,
1421,intro,init-price,inquiry,counter-price,counter-price,,,,,,,,
1422,intro,counter-price,,,,,,,,,,,
1423,intro,disagree,init-price,counter-price,counter-price,,,,,,,,
1424,intro,init-price,counter-price,agree,,,,,,,,,
1425,intro,counter-price,,,,,,,,,,,
1426,intro,init-price,counter-price,counter-price,,,,,,,,,
1427,intro,disagree,init-price,counter-price,,,,,,,,,
1428,intro,init-price,counter-price,agree,,,,,,,,,
1429,intro,counter-price,counter-price,agree,,,,,,,,,
1430,intro,counter-price,,,,,,,,,,,
1431,intro,vague-price,counter-price,counter-price,agree,,,,,,,,
1432,intro,disagree,counter-price,,,,,,,,,,
1433,intro,init-price,counter-price,counter-price,disagree,,,,,,,,
1434,intro,counter-price,,,,,,,,,,,
1435,intro,counter-price,,,,,,,,,,,
1436,intro,counter-price,counter-price,counter-price,insist,,,,,,,,
1437,intro,counter-price,,,,,,,,,,,
1438,intro,init-price,inquiry,,,,,,,,,,
1439,intro,counter-price,,,,,,,,,,,
1440,intro,init-price,inquiry,counter-price,,,,,,,,,
1441,intro,init-price,,,,,,,,,,,
1442,intro,counter-price,,,,,,,,,,,
1443,intro,init-price,counter-price,agree,,,,,,,,,
1444,intro,counter-price,,,,,,,,,,,
1445,intro,disagree,counter-price,counter-price,counter-price,,,,,,,,
1446,intro,disagree,counter-price,,,,,,,,,,
1447,intro,inquiry,counter-price,vague-price,vague-price,,,,,,,,
1448,intro,counter-price,counter-price,agree,,,,,,,,,
1449,intro,init-price,counter-price,,,,,,,,,,
1450,intro,inquiry,counter-price,,,,,,,,,,
1451,intro,,,,,,,,,,,,
1452,intro,init-price,counter-price,counter-price,,,,,,,,,
1453,init-price,counter-price,counter-price,agree,,,,,,,,,
1454,intro,counter-price,,,,,,,,,,,
1455,intro,intro,inquiry,counter-price,insist,,,,,,,,
1456,intro,init-price,counter-price,,,,,,,,,,
1457,intro,,,,,,,,,,,,
1458,intro,disagree,counter-price,counter-price,,,,,,,,,
1459,intro,init-price,counter-price,,,,,,,,,,
1460,intro,disagree,counter-price,counter-price,disagree,,,,,,,,
1461,intro,init-price,,,,,,,,,,,
1462,intro,counter-price,,,,,,,,,,,
1463,intro,counter-price,counter-price,,,,,,,,,,
1464,intro,counter-price,counter-price,agree,,,,,,,,,
1465,intro,init-price,,,,,,,,,,,
1466,intro,inquiry,init-price,counter-price,,,,,,,,,
1467,intro,init-price,counter-price,,,,,,,,,,
1468,intro,init-price,inquiry,inquiry,vague-price,agree,agree,vague-price,counter-price,counter-price,,,
1469,intro,init-price,counter-price,counter-price,,,,,,,,,
1470,intro,inquiry,counter-price,,,,,,,,,,
1471,intro,vague-price,counter-price,,,,,,,,,,
1472,init-price,,,,,,,,,,,,
1473,intro,init-price,,,,,,,,,,,
1474,intro,disagree,counter-price,vague-price,,,,,,,,,
1475,intro,inquiry,counter-price,counter-price,inquiry,,,,,,,,
1476,intro,init-price,counter-price,insist,,,,,,,,,
1477,intro,inquiry,disagree,init-price,inquiry,counter-price,counter-price,counter-price,agree,,,,
1478,intro,inquiry,counter-price,,,,,,,,,,
1479,intro,counter-price,,,,,,,,,,,
1480,intro,init-price,,,,,,,,,,,
1481,intro,init-price,counter-price,insist,counter-price,disagree,,,,,,,
1482,intro,counter-price,counter-price,agree,,,,,,,,,
1483,intro,inquiry,counter-price,,,,,,,,,,
1484,intro,inquiry,counter-price,,,,,,,,,,
1485,intro,init-price,counter-price,,,,,,,,,,
1486,intro,inquiry,inquiry,init-price,,,,,,,,,
1487,intro,counter-price,,,,,,,,,,,
1488,intro,inquiry,counter-price,counter-price,disagree,,,,,,,,
1489,intro,inquiry,counter-price,,,,,,,,,,
1490,intro,inquiry,counter-price,inquiry,,,,,,,,,
1491,intro,counter-price,,,,,,,,,,,
1492,intro,init-price,,,,,,,,,,,
1493,intro,init-price,counter-price,counter-price,counter-price,,,,,,,,
1494,intro,init-price,,,,,,,,,,,
1495,intro,inquiry,counter-price,,,,,,,,,,
1496,intro,init-price,counter-price,agree,,,,,,,,,
1497,intro,counter-price,counter-price,,,,,,,,,,
1498,intro,init-price,,,,,,,,,,,
1499,intro,counter-price,disagree,,,,,,,,,,
1500,intro,counter-price,,,,,,,,,,,
1501,intro,init-price,disagree,inquiry,counter-price,,,,,,,,
1502,intro,inquiry,counter-price,counter-price,counter-price,,,,,,,,
1503,intro,disagree,counter-price,counter-price,,,,,,,,,
1504,intro,disagree,init-price,counter-price,,,,,,,,,
1505,intro,init-price,counter-price,,,,,,,,,,
1506,intro,init-price,disagree,counter-price,counter-price,,,,,,,,
1507,init-price,counter-price,counter-price,,,,,,,,,,
1508,intro,init-price,agree,,,,,,,,,,
1509,intro,init-price,disagree,counter-price,agree,,,,,,,,
1510,intro,inquiry,init-price,counter-price,counter-price,,,,,,,,
1511,intro,init-price,counter-price,counter-price,,,,,,,,,
1512,intro,disagree,counter-price,,,,,,,,,,
1513,intro,init-price,vague-price,,,,,,,,,,
1514,intro,disagree,counter-price,,,,,,,,,,
1515,intro,counter-price,,,,,,,,,,,
1516,intro,disagree,init-price,counter-price,,,,,,,,,
1517,intro,counter-price,,,,,,,,,,,
1518,intro,counter-price,,,,,,,,,,,
1519,intro,vague-price,counter-price,counter-price,agree,,,,,,,,
1520,intro,init-price,disagree,counter-price,insist,agree,,,,,,,
1521,intro,counter-price,,,,,,,,,,,
1522,intro,inquiry,init-price,,,,,,,,,,
1523,intro,,,,,,,,,,,,
1524,intro,counter-price,counter-price,,,,,,,,,,
1525,intro,init-price,counter-price,,,,,,,,,,
1526,intro,init-price,agree,,,,,,,,,,
1527,intro,counter-price,,,,,,,,,,,
1528,intro,init-price,inquiry,counter-price,agree,,,,,,,,
1529,intro,counter-price,counter-price,,,,,,,,,,
1530,intro,disagree,counter-price,vague-price,,,,,,,,,
1531,init-price,disagree,counter-price,counter-price,insist,counter-price,,,,,,,
1532,intro,counter-price,,,,,,,,,,,
1533,intro,disagree,disagree,counter-price,counter-price,counter-price,agree,,,,,,
1534,intro,disagree,counter-price,,,,,,,,,,
1535,init-price,counter-price,,,,,,,,,,,
1536,intro,disagree,init-price,counter-price,counter-price,agree,,,,,,,
1537,intro,init-price,inquiry,agree,,,,,,,,,
1538,intro,counter-price,,,,,,,,,,,
1539,intro,init-price,,,,,,,,,,,
1540,intro,init-price,counter-price,insist,,,,,,,,,
1541,intro,init-price,counter-price,insist,counter-price,,,,,,,,
1542,intro,init-price,counter-price,,,,,,,,,,
1543,intro,counter-price,,,,,,,,,,,
1544,intro,counter-price,,,,,,,,,,,
1545,intro,inquiry,counter-price,disagree,,,,,,,,,
1546,init-price,counter-price,agree,,,,,,,,,,
1547,intro,counter-price,,,,,,,,,,,
1548,intro,counter-price,,,,,,,,,,,
1549,intro,init-price,counter-price,counter-price,,,,,,,,,
1550,intro,counter-price,agree,,,,,,,,,,
1551,intro,init-price,,,,,,,,,,,
1552,intro,init-price,counter-price,counter-price,,,,,,,,,
1553,intro,init-price,counter-price,counter-price,,,,,,,,,
1554,intro,disagree,counter-price,agree,agree,,,,,,,,
1555,intro,init-price,disagree,counter-price,,,,,,,,,
1556,intro,init-price,counter-price,,,,,,,,,,
1557,intro,init-price,counter-price,disagree,insist,,,,,,,,
1558,intro,disagree,,,,,,,,,,,
1559,intro,init-price,disagree,counter-price,,,,,,,,,
1560,intro,disagree,counter-price,,,,,,,,,,
1561,intro,init-price,counter-price,insist,agree,,,,,,,,
1562,intro,counter-price,,,,,,,,,,,
1563,intro,init-price,counter-price,counter-price,counter-price,agree,,,,,,,
1564,intro,counter-price,agree,,,,,,,,,,
1565,intro,counter-price,counter-price,,,,,,,,,,
1566,intro,disagree,counter-price,,,,,,,,,,
1567,intro,init-price,counter-price,counter-price,,,,,,,,,
1568,intro,init-price,disagree,,,,,,,,,,
1569,intro,counter-price,,,,,,,,,,,
1570,intro,inquiry,init-price,counter-price,counter-price,,,,,,,,
1571,intro,init-price,disagree,,,,,,,,,,
1572,intro,init-price,,,,,,,,,,,
1573,intro,inquiry,init-price,disagree,,,,,,,,,
1574,intro,init-price,counter-price,counter-price,,,,,,,,,
1575,intro,init-price,disagree,inquiry,counter-price,agree,,,,,,,
1576,intro,counter-price,agree,,,,,,,,,,
1577,intro,counter-price,counter-price,agree,counter-price,,,,,,,,
1578,intro,init-price,counter-price,,,,,,,,,,
1579,intro,inquiry,disagree,,,,,,,,,,
1580,intro,init-price,counter-price,counter-price,,,,,,,,,
1581,intro,init-price,agree,,,,,,,,,,
1582,intro,init-price,insist,,,,,,,,,,
1583,intro,inquiry,counter-price,counter-price,,,,,,,,,
1584,intro,init-price,agree,,,,,,,,,,
1585,intro,counter-price,disagree,,,,,,,,,,
1586,intro,inquiry,counter-price,,,,,,,,,,
1587,intro,disagree,,,,,,,,,,,
1588,intro,inquiry,init-price,disagree,counter-price,,,,,,,,
1589,intro,disagree,counter-price,,,,,,,,,,
1590,intro,counter-price,counter-price,,,,,,,,,,
1591,intro,counter-price,,,,,,,,,,,
1592,intro,inquiry,counter-price,disagree,counter-price,,,,,,,,
1593,intro,agree,,,,,,,,,,,
1594,intro,disagree,counter-price,insist,,,,,,,,,
1595,init-price,inquiry,counter-price,,,,,,,,,,
1596,intro,init-price,,,,,,,,,,,
1597,intro,counter-price,counter-price,counter-price,counter-price,,,,,,,,
1598,intro,init-price,disagree,,,,,,,,,,
1599,intro,counter-price,counter-price,,,,,,,,,,
1600,intro,inquiry,counter-price,,,,,,,,,,
1601,intro,init-price,disagree,counter-price,,,,,,,,,
1602,intro,init-price,counter-price,counter-price,,,,,,,,,
1603,intro,init-price,inquiry,,,,,,,,,,
1604,intro,inquiry,counter-price,agree,,,,,,,,,
1605,intro,init-price,,,,,,,,,,,
1606,intro,inquiry,counter-price,agree,,,,,,,,,
1607,intro,disagree,init-price,counter-price,agree,,,,,,,,
